Date,bond_yield,budget_sur_def,fed_interest_rates,gdp,m2_money_supply,pers_consum_Expen,sp_500,unemployment,us_debt,us_dollar_index,volatility_index,cpi_all,cpi_adjusted
2021-02-01,2.7,-310921.94250467,0.08,22600.185,1.155,14948.2,3950.429932,6.2,29159.0,91.599998,30.24,263.583,1.405123
2021-03-01,3.04,-659591.61844058,0.07,23292.362,1.145,15657.6,3994.409912,6.1,29066.1,93.440002,23.35,264.91,1.592366
2021-04-01,2.9,-225579.46032577,0.07,23292.362,1.145,15854.1,4218.779785,6.1,29233.5,93.339996,17.33,266.752,2.209393
2021-05-01,2.96,-131953.06316821,0.05,23292.362,1.145,15890.0,4238.040039,5.8,29292.2,91.440002,18.61,268.452,2.562825
2021-06-01,2.79,-174160.55026216,0.06,23828.973,1.145,16108.5,4302.430176,5.9,29722.7,92.449997,17.9,270.664,2.558145
2021-07-01,2.57,-302050.4883435,0.1,23828.973,1.145,16150.8,4429.970215,5.4,29933.1,93.190002,15.48,271.994,2.323597
2021-08-01,2.55,-170634.65366187,0.07,23828.973,1.145,16305.6,4537.359863,5.1,29811.2,93.730003,19.46,272.789,2.332419
2021-09-01,2.53,-61544.25121268,0.08,24654.603,1.156,16398.9,4545.850098,4.7,29595.5,94.5,16.11,273.887,2.610662
2021-10-01,2.68,-165055.36693325,0.08,24654.603,1.156,16613.8,4608.080078,4.5,30048.2,94.559998,21.15,276.434,3.007604
2021-11-01,2.62,-191335.04052197,0.08,24654.603,1.156,16741.6,4743.830078,4.1,30147.9,96.940002,16.41,278.799,3.184384
2021-12-01,2.65,-21303.12942523,0.08,25029.116,1.157,16799.2,4808.930176,3.9,30718.8,96.910004,31.12,280.808,3.456458
2022-01-01,2.93,118698.85824166,0.07,25029.116,1.157,16888.6,4818.620117,4.0,30648.6,97.440002,17.22,282.39,3.965498
2022-02-01,3.25,-216589.75205605,0.08,25029.116,1.157,16999.7,4595.310059,3.8,30781.6,97.739998,21.96,284.535,4.280304
2022-03-01,3.43,-192682.38665693,0.08,25544.273,1.178,17203.6,4637.299805,3.6,30167.3,99.419998,33.32,287.553,4.534344
2022-04-01,3.76,308215.06052679,0.33,25544.273,1.178,17310.5,4593.450195,3.7,29364.9,103.93,19.63,288.764,4.703935
2022-05-01,4.13,-66222.56120958,0.33,25544.273,1.178,17384.8,4307.660156,3.6,29479.9,105.010002,32.34,291.359,4.950974
2022-06-01,4.24,-88841.51292609,0.83,25994.639,1.203,17550.0,4177.509766,3.6,29217.6,105.790001,25.69,294.996,5.39633
2022-07-01,4.06,-211051.76005026,1.58,25994.639,1.203,17556.4,4140.149902,3.5,29623.7,109.290001,26.7,294.977,5.59073
2022-08-01,4.07,-219596.24094964,2.33,25994.639,1.203,17692.2,4325.279785,3.6,29294.6,109.480003,22.84,295.209,5.951312
2022-09-01,4.59,-429673.47896184,2.33,26408.405,1.234,17804.0,4119.279785,3.5,28432.8,114.779999,25.56,296.341,6.348017
2022-10-01,5.1,-87797.83631139,3.08,26408.405,1.234,17915.1,3905.419922,3.6,28464.0,113.940002,31.62,297.863,6.312946
2022-11-01,4.9,-248534.88065258,3.08,26408.405,1.234,17892.5,4080.110107,3.6,29192.6,113.150002,25.81,298.648,6.422543
2022-12-01,4.43,-85000.73657788,3.83,26813.601,1.271,17943.6,4100.959961,3.5,28944.8,105.900002,19.84,298.812,6.538167
2023-01-01,4.4,-38783.77183922,4.33,26813.601,1.271,18229.6,4094.209961,3.4,29508.8,105.629997,21.67,300.356,6.487554
2023-02-01,4.56,-262433.84319423,4.33,26813.601,1.271,18296.5,4195.439941,3.6,29023.4,105.360001,17.87,301.509,6.525
2023-03-01,4.6,-378076.31647174,4.58,27063.012,1.301,18282.6,4110.75,3.5,29613.8,105.879997,20.58,301.744,6.390946
2023-04-01,4.47,176180.79034912,4.83,27063.012,1.301,18363.8,4170.060059,3.4,29639.7,103.059998,18.7,303.032,6.264224
2023-05-01,4.67,-240348.23965837,4.83,27063.012,1.301,18407.8,4231.100098,3.7,29302.2,104.699997,16.08,303.365,5.975255
2023-06-01,4.65,-227768.41253805,5.08,27610.128,1.33,18485.4,4458.47998,3.6,29957.7,104.5,15.65,304.003,5.586684
2023-07-01,4.66,-220782.0973536,5.08,27610.128,1.33,18595.4,4607.069824,3.5,30146.4,103.57,13.59,304.628,5.405751
2023-08-01,4.95,89255.57269373,5.33,27610.128,1.33,18651.6,4584.620117,3.8,30321.8,104.449997,13.93,306.187,5.172225
2023-09-01,5.13,-170982.20087478,5.33,27956.998,1.349,18791.5,4541.25,3.8,30084.9,106.839996,13.09,307.288,4.95977
2023-10-01,5.61,-66563.55112973,5.33,27956.998,1.349,18826.8,4393.569824,3.8,30282.6,107.349998,17.61,307.531,4.882928
2023-11-01,5.28,-314012.00228709,5.33,27956.998,1.349,18903.0,4587.640137,3.7,31168.6,107.110001,16.87,308.024,4.688293
2023-12-01,4.74,-129365.41491979,5.33,28284.498,1.361,19013.7,4793.299805,3.7,31907.0,104.260002,12.63,308.742,4.554396
2024-01-01,4.87,-21930.35633102,5.33,28284.498,1.361,19033.8,4931.089844,3.7,32095.2,103.82,13.2,309.685,4.603922367
2024-02-01,5.03,-296274.64807989,5.33,28284.498,1.361,19190.0,5111.060059,3.9,32010.7,104.980003,13.88,311.054,4.403102398
2024-03-01,5.01,-236456.8239502,5.33,28284.498,1.361,19350.9,5264.850098,3.8,32204.7,104.730003,13.11,312.23,4.509212494
