Date,bond_yield,budget_sur_def,fed_interest_rates,m2_money_supply,unemployment,us_dollar_index,volatility_index,cpi_all,cpi_adjusted,debt_to_gdp
2013-05-01,3.89,-138732.0,0.14,1.574,7.5,84.5,14.49,231.893,1.905048,1.0573932072493195
2013-06-01,4.27,116501.0,0.09,1.573,7.5,83.379997,16.3,232.445,1.874046,1.0281329808625044
2013-07-01,4.34,-97597.0,0.1,1.573,7.3,84.75,16.37,232.9,1.865294,1.025590783632591
2013-08-01,4.54,-147905.0,0.08,1.573,7.2,82.489998,12.94,233.456,1.911745,1.0169673675069917
2013-09-01,4.64,75114.0,0.07,1.565,7.2,82.669998,17.01,233.544,1.888205,1.0090612394041676
2013-10-01,4.53,-90586.0,0.08,1.565,7.2,80.75,15.54,233.669,1.866698,1.035689874470241
2013-11-01,4.63,-135226.0,0.08,1.565,6.9,81.480003,13.28,234.1,1.890963,1.0339216121154822
2013-12-01,4.62,53220.0,0.07,1.541,6.7,80.989998,14.23,234.719,1.872378,1.0306646141486746
2014-01-01,4.49,-10250.0,0.07,1.541,6.6,81.389999,13.72,235.288,1.821944,1.0405554497922924
2014-02-01,4.45,-193532.0,0.07,1.541,6.7,81.32,18.41,235.547,1.789204,1.0509289070457986
2014-03-01,4.38,-36895.0,0.06,1.548,6.7,80.349998,14.0,236.028,1.821445,1.035105272663631
2014-04-01,4.24,106853.0,0.08,1.548,6.2,80.599998,13.1,236.468,2.025724,1.0335868785172801
2014-05-01,4.16,-129971.0,0.09,1.548,6.3,80.580002,13.25,236.918,2.127518,1.0411046420163177
2014-06-01,4.25,70519.0,0.08,1.554,6.1,81.019997,11.58,237.231,2.142724,1.028227677156235
2014-07-01,4.16,-94621.0,0.1,1.554,6.2,81.57,11.15,237.498,2.098319,1.0289409908702585
2014-08-01,4.08,-128677.0,0.09,1.554,6.1,82.75,17.03,237.46,1.959017,1.040050711550088
2014-09-01,4.11,105803.0,0.07,1.541,5.9,86.220001,12.25,237.477,1.95017,1.0300870155831714
2014-10-01,3.92,-121713.0,0.09,1.541,5.7,87.129997,16.71,237.43,2.001463,1.042458555480913
2014-11-01,3.92,-56818.0,0.07,1.541,5.8,88.440002,14.03,236.983,1.999147,1.0530547570720294
2014-12-01,3.79,1864.0,0.13,1.526,5.6,90.330002,14.29,236.252,1.961226,1.0501048826062727
2015-01-01,3.46,-14996.0,0.06,1.526,5.7,95.480003,19.2,234.747,1.976365,1.071551411687052
2015-02-01,3.61,-192359.0,0.06,1.526,5.5,95.360001,19.43,235.342,1.972517,1.0589237573676773
2015-03-01,3.64,-52910.05993036,0.06,1.528,5.4,100.389999,13.04,235.976,1.989606,1.0486994813505455
2015-04-01,3.52,156714.07843925,0.12,1.528,5.4,99.989998,15.11,236.222,2.05371,1.042944489934892
2015-05-01,3.98,-82385.27841904,0.13,1.528,5.6,97.779999,12.7,237.001,2.056561,1.03709102908437
2015-06-01,4.19,51775.76400154,0.12,1.52,5.3,97.68,13.97,237.657,2.103732,1.0205076442701313
2015-07-01,4.15,-149186.76611285,0.13,1.52,5.2,98.150002,16.09,238.034,2.130475,1.0268277379401145
2015-08-01,4.04,-64420.51991251,0.08,1.52,5.1,98.330002,12.12,238.033,2.169207,1.0225672448728174
2015-09-01,4.07,91060.53109438,0.14,1.501,5.0,96.699997,31.4,237.498,2.268536,1.0269519559306775
2015-10-01,3.95,-136532.08481492,0.13,1.501,5.0,97.82,22.55,237.733,2.335492,1.023062643906579
2015-11-01,4.06,-64552.91957894,0.07,1.501,5.1,100.309998,14.15,238.017,2.394625,1.05542475762453
2015-12-01,3.97,-14443.9438535,0.13,1.477,5.0,100.510002,14.67,237.761,2.437497,1.051380246274236
2016-01-01,4.0,55163.28851489,0.2,1.477,4.8,99.830002,18.21,237.652,2.460879,1.0729608058066493
2016-02-01,3.96,-192614.00170636,0.38,1.477,4.9,99.629997,19.98,237.336,2.538253,1.0850519647242596
2016-03-01,3.82,-108042.73073878,0.36,1.466,5.0,98.580002,17.7,238.08,2.526214,1.0830334942273023
2016-04-01,3.62,106451.87183668,0.37,1.466,5.1,95.199997,13.1,238.992,2.53143,1.076144756901323
2016-05-01,3.65,-52507.41284454,0.3,1.466,4.8,95.889999,14.68,239.557,2.565678,1.0774434094771281
2016-06-01,3.5,6251.98744016,0.37,1.457,4.9,96.709999,14.2,240.222,2.563629,1.09221374525814
2016-07-01,3.28,-112815.2385045,0.41,1.457,4.8,97.57,14.77,240.101,2.569655,1.0965699392234192
2016-08-01,3.32,-107111.57568004,0.4,1.457,4.9,96.519997,12.44,240.545,2.716347,1.0928965508735968
2016-09-01,3.41,33359.49405496,0.4,1.45,5.0,96.330002,13.48,241.176,2.624799,1.0839221118717377
2016-10-01,3.51,-44192.20097674,0.29,1.45,4.9,99.120003,13.29,241.741,2.502268,1.0854779508542418
2016-11-01,3.86,-136650.57490356,0.41,1.45,4.7,101.919998,18.56,242.026,2.518564,1.0683480065014161
2016-12-01,4.06,-27515.79855866,0.41,1.444,4.7,103.650002,14.07,242.637,2.585286,1.0570908301021926
2017-01-01,3.92,51257.177643,0.55,1.444,4.7,103.82,14.04,243.618,2.651739,1.0561001705179294
2017-02-01,3.95,-192044.46533546,0.66,1.444,4.6,101.760002,11.81,244.006,2.664566,1.0582682108646415
2017-03-01,4.01,-176232.32530805,0.66,1.437,4.4,102.260002,12.54,243.892,2.436586,1.0432364028703032
2017-04-01,3.87,182428.05764871,0.82,1.437,4.4,101.339996,12.37,244.193,2.235672,1.0467860333666295
2017-05-01,3.85,-88425.99436618,0.91,1.437,4.4,99.889999,10.11,244.004,2.139634,1.0493993845146496
2017-06-01,3.68,-90233.19107067,0.91,1.44,4.3,97.870003,9.89,244.163,2.122109,1.0323017357539725
2017-07-01,3.7,-42939.37760097,1.06,1.44,4.3,96.510002,11.18,244.243,2.131777,1.0321138478702272
2017-08-01,3.63,-107688.77677988,1.16,1.44,4.4,94.150002,10.09,245.183,2.075047,1.0396547534745928
2017-09-01,3.63,8000.08293523,1.16,1.45,4.3,93.669998,10.13,246.435,2.091354,1.0338328603437785
2017-10-01,3.6,-63214.01796695,1.06,1.45,4.2,95.150002,9.45,246.626,2.177581,1.0414337652257653
2017-11-01,3.57,-138547.43781759,1.16,1.45,4.2,95.150002,10.2,247.284,2.099803,1.0465293160363422
2017-12-01,3.51,-23193.55948872,1.16,1.462,4.1,94.220001,11.43,247.805,2.117186,1.028327003894473
2018-01-01,3.55,49235.72070792,1.33,1.462,4.0,92.639999,9.77,248.859,2.157823,1.0169538382786025
2018-02-01,3.82,-215248.1724224,1.42,1.462,4.1,90.699997,13.47,249.529,2.123101,1.0268906006246485
2018-03-01,3.87,-208743.24980988,1.42,1.465,4.0,90.93,22.47,249.577,2.366925,1.0308581077456627
2018-04-01,3.85,214255.11366731,1.67,1.465,4.0,91.989998,23.62,250.227,2.491592,1.0215387928387236
2018-05-01,4.0,-146796.44336556,1.7,1.465,3.8,95.029999,15.49,250.792,2.543212,1.0292158092896952
2018-06-01,3.96,-74857.99046356,1.7,1.466,4.0,95.529999,13.46,251.018,2.551897,1.0211392714843648
2018-07-01,3.87,-76865.22967062,1.91,1.466,3.8,95.650002,15.6,251.214,2.518753,1.0219662450543854
2018-08-01,3.88,-214147.52548064,1.91,1.466,3.8,96.980003,13.15,251.663,2.432443,1.03278902125274
2018-09-01,3.98,119116.00888032,1.91,1.465,3.7,95.739998,12.86,252.182,2.462881,1.020806758165161
2018-10-01,4.14,-100491.14254473,2.18,1.465,3.8,97.199997,12.0,252.772,2.415236,1.0240002004028423
2018-11-01,4.22,-204902.55739878,2.2,1.465,3.8,97.690002,19.34,252.594,2.476418,1.0366209900846965
2018-12-01,4.02,-13539.35862905,2.2,1.46,3.9,97.709999,18.07,252.767,2.456173,1.0460131197998042
2019-01-01,3.93,8682.86661098,2.4,1.46,4.0,96.959999,25.42,252.561,2.375054,1.0500312900795308
2019-02-01,3.79,-233977.2488268,2.4,1.46,3.8,97.370003,16.14,253.319,2.375943,1.0529406728056538
2019-03-01,3.77,-146944.76565389,2.4,1.46,3.8,97.709999,13.57,254.277,2.356946,1.0486526044814592
2019-04-01,3.69,160304.50890986,2.41,1.46,3.7,98.330002,13.4,255.233,2.392773,1.0449770923472423
2019-05-01,3.67,-207768.39134666,2.45,1.46,3.6,98.370003,14.8,255.296,2.360903,1.0615168969512188
2019-06-01,3.42,-8476.31845422,2.4,1.453,3.6,97.800003,18.71,255.213,2.392597,1.0512032617627078
2019-07-01,3.29,-119695.80619346,2.39,1.453,3.7,98.68,14.06,255.802,2.475923,1.0494239910774645
2019-08-01,2.98,-200344.34892913,2.14,1.453,3.6,99.019997,17.87,256.036,2.630398,1.0958233141802065
2019-09-01,3.03,82767.65846478,2.13,1.437,3.5,99.459999,18.98,256.43,2.622934,1.087817356918583
2019-10-01,3.01,-134467.56493381,1.88,1.437,3.6,99.669998,18.56,257.155,2.747596,1.099742996083989
2019-11-01,3.06,-208838.29445674,1.57,1.437,3.6,98.540001,12.3,257.879,2.772021,1.0994873162243939
2019-12-01,3.01,-13272.55731642,1.56,1.392,3.6,98.379997,14.91,258.63,2.752609,1.1088423092184359
2020-01-01,2.94,-32593.28000764,1.55,1.392,3.6,98.190002,13.78,258.906,2.790484,1.1303105201650767
2020-02-01,2.78,-235335.21387457,1.59,1.392,3.5,99.910004,18.84,259.246,2.800101,1.1580164902580161
2020-03-01,3.02,-119125.16471802,1.58,1.128,4.4,102.989998,33.42,258.15,2.606553,1.300015773501953
2020-04-01,2.43,-737850.62107965,0.06,1.128,14.8,100.93,57.06,256.126,2.179323,1.3658516890076067
2020-05-01,2.5,-398821.41365968,0.05,1.128,13.2,100.559998,37.19,255.848,2.01414,1.402073997058124
2020-06-01,2.44,-864074.06849171,0.05,1.175,11.0,98.32,28.23,257.004,1.993544,1.323308222050995
2020-07-01,2.14,-62991.72639454,0.08,1.175,10.2,97.620003,28.62,258.408,2.281283,1.3361133130447476
2020-08-01,2.25,-200095.01510766,0.1,1.175,8.4,93.989998,24.46,259.366,2.213149,1.3337573980350745
2020-09-01,2.31,-124610.55841919,0.09,1.163,7.8,94.739998,26.12,259.951,1.980283,1.3202477858523203
2020-10-01,2.35,-284070.53717284,0.09,1.163,6.8,94.099998,26.7,260.249,1.747303,1.3187539949824973
2020-11-01,2.3,-145266.26352985,0.09,1.163,6.7,94.300003,37.13,260.895,1.697582,1.336002966151062
2020-12-01,2.26,-143562.32743913,0.09,1.155,6.7,91.949997,20.77,262.005,1.600671,1.3121618252239968
2021-01-01,2.45,-162832.48946754,0.09,1.155,6.4,90.879997,22.75,262.518,1.400569,1.3059185134988938
2021-02-01,2.7,-310921.94250467,0.08,1.155,6.2,91.599998,30.24,263.583,1.405123,1.2902106774789674
2021-03-01,3.04,-659591.61844058,0.07,1.145,6.1,93.440002,23.35,264.91,1.592366,1.2478811723774514
2021-04-01,2.9,-225579.46032577,0.07,1.145,6.1,93.339996,17.33,266.752,2.209393,1.2550680776814305
2021-05-01,2.96,-131953.06316821,0.05,1.145,5.8,91.440002,18.61,268.452,2.562825,1.2575882171159798
2021-06-01,2.79,-174160.55026216,0.06,1.145,5.9,92.449997,17.9,270.664,2.558145,1.2473344948605212
2021-07-01,2.57,-302050.4883435,0.1,1.145,5.4,93.190002,15.48,271.994,2.323597,1.2561640822707716
2021-08-01,2.55,-170634.65366187,0.07,1.145,5.1,93.730003,19.46,272.789,2.332419,1.2510484610478176
2021-09-01,2.53,-61544.25121268,0.08,1.156,4.7,94.5,16.11,273.887,2.610662,1.2004046465481517
2021-10-01,2.68,-165055.36693325,0.08,1.156,4.5,94.559998,21.15,276.434,3.007604,1.2187663293544009
2021-11-01,2.62,-191335.04052197,0.08,1.156,4.1,96.940002,16.41,278.799,3.184384,1.2228101989717701
2021-12-01,2.65,-21303.12942523,0.08,1.157,3.9,96.910004,31.12,280.808,3.456458,1.2273226109943314
2022-01-01,2.93,118698.85824166,0.07,1.157,4.0,97.440002,17.22,282.39,3.965498,1.2245178774991492
2022-02-01,3.25,-216589.75205605,0.08,1.157,3.8,97.739998,21.96,284.535,4.280304,1.2298316888219303
2022-03-01,3.43,-192682.38665693,0.08,1.178,3.6,99.419998,33.32,287.553,4.534344,1.1809809580409667
2022-04-01,3.76,308215.06052679,0.33,1.178,3.7,103.93,19.63,288.764,4.703935,1.1495688289895742
2022-05-01,4.13,-66222.56120958,0.33,1.178,3.6,105.010002,32.34,291.359,4.950974,1.1540708165779467
2022-06-01,4.24,-88841.51292609,0.83,1.203,3.6,105.790001,25.69,294.996,5.39633,1.1239856033392115
2022-07-01,4.06,-211051.76005026,1.58,1.203,3.5,109.290001,26.7,294.977,5.59073,1.1396080553378718
2022-08-01,4.07,-219596.24094964,2.33,1.203,3.6,109.480003,22.84,295.209,5.951312,1.1269477525731364
2022-09-01,4.59,-429673.47896184,2.33,1.234,3.5,114.779999,25.56,296.341,6.348017,1.0766572233347678
2022-10-01,5.1,-87797.83631139,3.08,1.234,3.6,113.940002,31.62,297.863,6.312946,1.0778386653794503
2022-11-01,4.9,-248534.88065258,3.08,1.234,3.6,113.150002,25.81,298.648,6.422543,1.1054283664613596
2022-12-01,4.43,-85000.73657788,3.83,1.271,3.5,105.900002,19.84,298.812,6.538167,1.0794820136243544
2023-01-01,4.4,-38783.77183922,4.33,1.271,3.4,105.629997,21.67,300.356,6.487554,1.100516114937341
2023-02-01,4.56,-262433.84319423,4.33,1.271,3.6,105.360001,17.87,301.509,6.525,1.0824133617860578
2023-03-01,4.6,-378076.31647174,4.58,1.301,3.5,105.879997,20.58,301.744,6.390946,1.094253662526551
2023-04-01,4.47,176180.79034912,4.83,1.301,3.4,103.059998,18.7,303.032,6.264224,1.0952106883003268
2023-05-01,4.67,-240348.23965837,4.83,1.301,3.7,104.699997,16.08,303.365,5.975255,1.082739792599582
2023-06-01,4.65,-227768.41253805,5.08,1.33,3.6,104.5,15.65,304.003,5.586684,1.085025755766145
2023-07-01,4.66,-220782.0973536,5.08,1.33,3.5,103.57,13.59,304.628,5.405751,1.0918602043424066
2023-08-01,4.95,89255.57269373,5.33,1.33,3.8,104.449997,13.93,306.187,5.172225,1.0982129456263294
2023-09-01,5.13,-170982.20087478,5.33,1.349,3.8,106.839996,13.09,307.288,4.95977,1.0761133938629606
2023-10-01,5.61,-66563.55112973,5.33,1.349,3.8,107.349998,17.61,307.531,4.882928,1.0831849685720907
2023-11-01,5.28,-314012.00228709,5.33,1.349,3.7,107.110001,16.87,308.024,4.688293,1.1148764971117429
2023-12-01,4.74,-129365.41491979,5.33,1.361,3.7,104.260002,12.63,308.742,4.554396,1.1280737596969195
2024-01-01,4.87,-21930.35633102,5.33,1.361,3.7,103.82,13.2,309.685,4.603922367,1.134727581164778
2024-02-01,5.03,-296274.64807989,5.33,1.361,3.9,104.980003,13.88,311.054,4.403102398,1.1317400789648098
2024-03-01,5.01,-236456.8239502,5.33,1.361,3.8,104.730003,13.11,312.23,4.509212494,1.1385989597552695
